Specified	Condition	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	CorrectCover	MatchCover	EpochComplete	AccuracyComp	CoverDiff	IndFitness	Fitness	GlobalFitness	TotalFreq
[18, 7]	cos(add(X7, X18))	None	0.7847579565642387	0.55	2	1000.0	47999	0	20.0	2000.0	26400	48000	880	1600	1	0.24824154977579008	80.0	0.7847579565642387	0.7847579565642387	0.6158450503908797	1
[18]	cos(X18)	None	0.3730403313832478	0.52375	4	1000.0	47999	1449	20.0	4000.0	24381	46551	838	1600	1	0.11979853122584351	38.0	0.3730403313832478	0.3730403313832478	0.13915908883852335	1
[18, 14]	cos(add(X18, X14))	None	0.4417178486081167	0.528125	1	1000.0	47999	2087	20.0	1000.0	24257	45913	845	1600	1	0.14160072795445547	45.0	0.4417178486081167	0.4417178486081167	0.1951146577789831	1
[18, 14]	cos(add(X14, X18))	None	0.4417178486081167	0.528125	1	1000.0	47999	2871	20.0	1000.0	23843	45129	845	1600	1	0.14160072795445547	45.0	0.4417178486081167	0.4417178486081167	0.1951146577789831	1
[7]	cos(add(X7, X7))	None	0.4711451708496918	0.53	5	1000.0	47999	3410	20.0	5000.0	23636	44590	848	1600	1	0.15090500300116502	48.0	0.4711451708496918	0.4711451708496918	0.22197777201498528	1
[18, 7]	cos(add(X7, add(X18, X18)))	None	0.40247580003013156	0.525625	3	1000.0	47999	4920	20.0	3000.0	22648	43080	841	1600	1	0.12915733422458142	41.0	0.40247580003013156	0.40247580003013156	0.16198676960989444	1
[18, 6]	sub(cos(X18), sin(X6))	None	0.6868150333242119	0.54375	2	1000.0	47999	6577	20.0	2000.0	22534	41423	870	1600	1	0.21824773882716	70.0	0.6868150333242119	0.6868150333242119	0.4717148900001383	1
[9, 18, 7]	sub(sub(div(mul(X18, sub(div(mul(X9, X9), X7), -1)), X7), -1), X18)	None	0.25526950794787306	0.51625	1	1000.0	47999	7088	20.0	1000.0	21139	40912	826	1600	1	0.08217160312758101	26.0	0.25526950794787306	0.25526950794787306	0.06516252168794923	1
[9, 18, 7]	cos(add(X7, add(X18, mul(X7, X9))))	None	0.7651743184041069	0.54875	2	1000.0	47999	7279	20.0	2000.0	22363	40721	878	1600	1	0.24227769630176968	78.0	0.7651743184041069	0.7651743184041069	0.5854917375451896	1
[9, 18, 7]	sub(sub(div(mul(X9, X7), X7), -1), X18)	None	0.8434933188294199	0.55375	1	1000.0	47999	8742	20.0	1000.0	21754	39258	886	1600	1	0.2660222193464478	86.0	0.8434933188294199	0.8434933188294199	0.7114809789098694	1
[9, 7]	sub(sub(div(X9, X7), -1), X7)	None	0.5495986557491847	0.535	1	1000.0	47999	9455	20.0	1000.0	20620	38545	856	1600	1	0.17558549289169376	56.0	0.5495986557491847	0.5495986557491847	0.3020586824013108	1
[18, 6]	cos(add(X18, sin(sin(X6))))	None	0.6868150333242119	0.54375	5	1000.0	47999	10290	20.0	5000.0	20515	37710	870	1600	1	0.21824773882716	70.0	0.6868150333242119	0.6868150333242119	0.4717148900001383	1
[9, 18, 7]	sub(sub(div(div(X9, X7), sub(div(mul(div(mul(X7, X9), X7), X9), X7), X7)), -1), X18)	None	0.853280223041725	0.554375	1	1000.0	47999	12567	20.0	1000.0	19651	35433	887	1600	1	0.26896900147044417	87.0	0.853280223041725	0.853280223041725	0.728087139034136	1
[9, 18, 7]	sub(sub(div(mul(div(mul(X7, sub(div(X9, X7), -1)), X7), X9), X7), -1), X18)	None	0.8239174990298342	0.5525	1	1000.0	47999	12677	20.0	1000.0	19523	35323	884	1600	1	0.2601141875522621	84.0	0.8239174990298342	0.8239174990298342	0.6788400452075769	1
[18, 6]	cos(add(X18, sin(sin(sin(X6)))))	None	0.6868150333242119	0.54375	1	1000.0	47999	14035	20.0	1000.0	18475	33965	870	1600	1	0.21824773882716	70.0	0.6868150333242119	0.6868150333242119	0.4717148900001383	1
[9, 18, 7]	sub(sub(div(div(X9, X7), sub(div(mul(X7, X9), X7), X7)), -1), X18)	None	0.853280223041725	0.554375	1	1000.0	47999	14444	20.0	1000.0	18610	33556	887	1600	1	0.26896900147044417	87.0	0.853280223041725	0.853280223041725	0.728087139034136	1
[9, 18, 7]	sub(sub(div(mul(X9, div(mul(X7, X9), sub(div(mul(X7, X9), -1), -1))), X7), -1), X18)	None	0.8630664502279228	0.555	1	1000.0	47999	14776	20.0	1000.0	18450	33224	888	1600	1	0.27191090026227743	88.0	0.8630664502279228	0.8630664502279228	0.7448836975090276	1
